0.004467018,0.004359119,0.004251211,0.004056993,0.003862774,0.003668556,0.003474337,0.003280119
0.004467018,0.004359119,0.004251211,0.004056993,0.003862774,0.003668556,0.003474337,0.003280119
0.002503267,0.002546427,0.002589587,0.002632746,0.002675888,0.002571585,0.002467283,0.00236298
0.0005394813,0.000442372,0.0003452627,0.0002481534,0.0001510441,5.393479E-05,-4.316408E-05,-7.193721E-05
0.0006761659,0.0006617793,0.0006473901,0.000618617,0.0005898438,0.0005610707,0.0005322976,0.0005035244
0.0002805468,0.0003129166,0.0003452775,0.0003452775,0.0003452775,0.0003452775,0.0003452775,0.0003452775
0.001338014,0.001528636,0.001719258,0.00190988,0.002100502,0.002291124,0.00248172,0.002593216
0.001338014,0.001528636,0.001719258,0.00190988,0.002100502,0.002291124,0.00248172,0.002593216
0.003949116,0.003959906,0.003970696,0.003981485,0.003992301,0.004067831,0.004143361,0.004218889
0.003949116,0.003959906,0.003970696,0.003981485,0.003992301,0.004067831,0.004143361,0.004218889
0.003754857,0.003672135,0.003589412,0.00350669,0.003423967,0.003341244,0.003258578,0.003308931
0.00135956,0.001424299,0.001489065,0.001611351,0.001733637,0.001855923,0.001978208,0.002100494
0.001539348,0.001514172,0.001489007,0.001485411,0.001481814,0.001478217,0.001474621,0.001471024
0.001539348,0.001514172,0.001489007,0.001485411,0.001481814,0.001478217,0.001474621,0.001471024
0.004459839,0.004467032,0.004474225,0.004481419,0.004488593,0.004463417,0.00443824,0.004413064
0.000733693,0.0007013232,0.0006689535,0.0006365837,0.0006042091,0.000564646,0.000525083,0.0004855199
0.000733693,0.0007013232,0.0006689535,0.0006365837,0.0006042091,0.000564646,0.000525083,0.0004855199
0.001834044,0.001488767,0.001143489,0.000798212,0.0004529344,0.0001076569,-0.0002373682,-0.0002229816
0.00720823,0.007916768,0.008625306,0.009333845,0.01004238,0.01075092,0.01145896,0.01153809
0.01313472,0.01290094,0.01266706,0.01232538,0.01198369,0.01164201,0.01130033,0.01095865
0.0103731,0.01074715,0.0111212,0.01149525,0.01186834,0.01131446,0.01076057,0.01020669
0.003136165,0.003042653,0.00294914,0.002855627,0.002761875,0.00245616,0.002150446,0.001844732
0.006711657,0.006992195,0.007272733,0.007553271,0.007833809,0.008114347,0.008395056,0.008823056
0.01174659,0.01171781,0.01168904,0.01166027,0.0116314,0.01154149,0.01145157,0.01136165
0.01252356,0.01255953,0.01259549,0.01263146,0.01266725,0.01259532,0.01252339,0.01245146
0.01252356,0.01255953,0.01259549,0.01263146,0.01266725,0.01259532,0.01252339,0.01245146
0.01232189,0.01219961,0.01207732,0.01195504,0.01183275,0.01171046,0.01158837,0.01158477
0.001698428,0.002165991,0.002634055,0.003389349,0.004144644,0.004899939,0.005655233,0.006410528
0.02496385,0.02666507,0.02836628,0.03006749,0.03176811,0.03315281,0.03453752,0.03592223
0.01212717,0.0117747,0.01142223,0.01106976,0.01071729,0.01036482,0.01001255,0.009760783
0.02716164,0.02706813,0.02697457,0.02685588,0.02673719,0.0266185,0.02649981,0.02638112
0.006970422,0.007035162,0.007099901,0.007164641,0.007229564,0.00738422,0.007538875,0.007693531
0.008732429,0.008631722,0.008531016,0.008430311,0.008329482,0.00817123,0.008012977,0.007854725
0.007739955,0.007732761,0.007725164,0.007541736,0.007358307,0.007174878,0.006991449,0.006808021
0.006884047,0.006916418,0.006948993,0.007067681,0.007186371,0.00730506,0.007423749,0.007542438
